ordid;orderdate;custid;staffid
5628;2004-10-15;101;5
5629;2004-10-15;114;8
5630;2004-10-15;3;3
5631;2004-10-16;202;1
5632;2004-10-16;111;2
5633;2004-10-16;118;1
5634;2004-10-16;109;2
5635;2004-10-16;203;8
5636;2004-10-18;202;8
5637;2004-10-18;6;7
5638;2004-10-18;101;4
5639;2004-10-18;105;2
5640;2004-10-18;3;1
5641;2004-10-18;4;2
5642;2004-10-18;118;3
5643;2004-10-18;6;4
5644;2004-10-18;115;9
5645;2004-10-19;6;2
5646;2004-10-19;109;1
5647;2004-10-19;116;5
5648;2004-10-19;108;7
5649;2004-10-19;105;2
5650;2004-10-19;120;6
5651;2004-10-19;113;3
5652;2004-10-19;115;8
5653;2004-10-19;205;8
5654;2004-10-19;4;7
5655;2004-10-20;115;1
5656;2004-10-20;204;5
5657;2004-10-20;205;7
5658;2004-10-20;106;5
5659;2004-10-21;201;5
5660;2004-10-21;115;3
5661;2004-10-21;107;5
5662;2004-10-21;2;9
5663;2004-10-21;2;6
5664;2004-10-21;116;6
5665;2004-10-22;106;1
5666;2004-10-22;1;4
5667;2004-10-22;203;8
5668;2004-10-23;3;6
5669;2004-10-23;112;9
5670;2004-10-23;120;6
5671;2004-10-23;104;5
5672;2004-10-23;114;9
5673;2004-10-23;118;4
5674;2004-10-23;102;2
5675;2004-10-25;105;7
5676;2004-10-25;117;9
5677;2004-10-25;106;9
5678;2004-10-25;117;6
5679;2004-10-25;1;4
5680;2004-10-25;104;3
5681;2004-10-25;4;3
5682;2004-10-25;6;6
5683;2004-10-25;202;2
5684;2004-10-26;101;1
5685;2004-10-26;107;3
5686;2004-10-26;116;5
5687;2004-10-26;203;4
5688;2004-10-27;6;2
5689;2004-10-27;102;8
5690;2004-10-27;110;2
5691;2004-10-27;204;8
5692;2004-10-27;118;8
5693;2004-10-27;117;9
5694;2004-10-27;118;8
5695;2004-10-27;1;5
5696;2004-10-28;111;9
5697;2004-10-28;203;8
5698;2004-10-28;118;5
5699;2004-10-28;115;7
5700;2004-10-28;107;5
5701;2004-10-28;3;3
5702;2004-10-29;205;1
5703;2004-10-29;3;8
5704;2004-10-29;111;7
5705;2004-10-29;118;1
5706;2004-10-29;6;9
5707;2004-10-30;107;1
5708;2004-10-30;201;6
5709;2004-10-30;5;8
5710;2004-10-30;204;8
5711;2004-10-30;101;9
5712;2004-10-30;117;9
5713;2004-10-30;113;3
5714;2004-10-30;205;1
5715;2004-11-01;101;9
5716;2004-11-01;109;3
5717;2004-11-01;104;3
5718;2004-11-01;107;4
5719;2004-11-01;6;5
5720;2004-11-01;202;5
5721;2004-11-01;111;2
5722;2004-11-01;119;3
5723;2004-11-02;107;4
5724;2004-11-02;109;3
5725;2004-11-02;102;8
5726;2004-11-02;203;3
5727;2004-11-03;107;3
5728;2004-11-03;107;3
5729;2004-11-03;120;9
5730;2004-11-03;114;2
5731;2004-11-03;111;3
5732;2004-11-03;109;2
5733;2004-11-03;4;4
5734;2004-11-03;106;9
5735;2004-11-04;101;5
5736;2004-11-04;104;2
5737;2004-11-04;110;4
5738;2004-11-04;6;2
5739;2004-11-04;113;7
5740;2004-11-04;1;3
5741;2004-11-04;114;3
5742;2004-11-05;203;3
5743;2004-11-05;112;7
5744;2004-11-05;107;9
5745;2004-11-05;205;4
5746;2004-11-05;117;6
5747;2004-11-05;114;7
5748;2004-11-05;103;3
5749;2004-11-06;204;9
5750;2004-11-06;115;9
5751;2004-11-06;118;5
5752;2004-11-06;104;6
5753;2004-11-06;107;4
5754;2004-11-06;113;4
5755;2004-11-06;120;2
5756;2004-11-06;109;3
5757;2004-11-06;106;4
5758;2004-11-06;106;9
5759;2004-11-08;115;8
5760;2004-11-08;105;1
5761;2004-11-08;2;7
5762;2004-11-08;101;3
5763;2004-11-08;1;2
5764;2004-11-08;112;9
5765;2004-11-08;119;9
5766;2004-11-08;116;6
5767;2004-11-09;107;4
5768;2004-11-09;4;4
5769;2004-11-09;104;8
5770;2004-11-09;4;4
5771;2004-11-09;203;9
5772;2004-11-09;101;5
5773;2004-11-09;203;7
5774;2004-11-09;120;3
5775;2004-11-09;104;7
5776;2004-11-10;203;9
5777;2004-11-10;120;1
5778;2004-11-10;117;3
5779;2004-11-10;105;6
5780;2004-11-10;103;9
5781;2004-11-10;103;1
5782;2004-11-10;108;7
5783;2004-11-11;111;9
5784;2004-11-11;2;2
5785;2004-11-11;113;8
5786;2004-11-11;105;5
5787;2004-11-11;107;6
5788;2004-11-12;203;8
5789;2004-11-12;4;1
5790;2004-11-12;116;1
5791;2004-11-12;106;6
5792;2004-11-12;4;6
5793;2004-11-12;118;9
5794;2004-11-12;201;4
5795;2004-11-12;3;5
5796;2004-11-13;101;4
5797;2004-11-13;119;4
5798;2004-11-13;103;6
5799;2004-11-15;108;2
5800;2004-11-15;2;9
5801;2004-11-15;203;9
5802;2004-11-15;113;7
5803;2004-11-15;105;5
5804;2004-11-15;108;3
5805;2004-11-16;107;9
5806;2004-11-16;117;2
5807;2004-11-16;106;7
5808;2004-11-16;1;7
5809;2004-11-16;4;7
5810;2004-11-17;120;2
5811;2004-11-17;1;3
5812;2004-11-17;5;9
5813;2004-11-17;114;8
5814;2004-11-18;3;7
5815;2004-11-18;4;2
5816;2004-11-18;113;2
5817;2004-11-18;118;4
5818;2004-11-18;202;5
5819;2004-11-18;112;6
5820;2004-11-18;110;7
5821;2004-11-19;205;9
5822;2004-11-19;202;9
5823;2004-11-19;116;6
5824;2004-11-19;104;9
5825;2004-11-19;204;1
5826;2004-11-19;112;2
5827;2004-11-19;107;9
5828;2004-11-19;109;5
5829;2004-11-19;120;7
5830;2004-11-20;205;5
5831;2004-11-20;109;3
5832;2004-11-20;110;9
5833;2004-11-20;108;8
5834;2004-11-20;105;7
5835;2004-11-22;4;5
5836;2004-11-22;201;5
5837;2004-11-22;6;3
5838;2004-11-22;111;4
5839;2004-11-22;114;7
5840;2004-11-23;114;2
5841;2004-11-23;105;1
5842;2004-11-23;120;4
5843;2004-11-23;101;7
5844;2004-11-23;203;9
5845;2004-11-23;103;5
5846;2004-11-24;106;8
5847;2004-11-24;5;3
5848;2004-11-24;101;1
5849;2004-11-24;101;8
5850;2004-11-24;102;7
5851;2004-11-24;110;3
5852;2004-11-25;101;2
5853;2004-11-25;4;7
5854;2004-11-25;3;4
5855;2004-11-25;105;6
5856;2004-11-25;4;9
5857;2004-11-25;118;1
5858;2004-11-25;104;6
5859;2004-11-25;112;3
5860;2004-11-26;107;4
5861;2004-11-26;119;7
5862;2004-11-26;201;7
5863;2004-11-26;106;4
5864;2004-11-26;108;9
5865;2004-11-26;107;3
5866;2004-11-27;105;1
5867;2004-11-27;115;9
5868;2004-11-27;201;5
5869;2004-11-27;1;7
5870;2004-11-27;114;1
5871;2004-11-27;2;7
5872;2004-11-27;1;4
5873;2004-11-27;1;5
5874;2004-11-29;107;9
5875;2004-11-29;118;9
5876;2004-11-29;105;9
5877;2004-11-29;115;8
5878;2004-11-29;103;1
5879;2004-11-30;105;9
5880;2004-11-30;103;1
5881;2004-11-30;114;6
5882;2004-11-30;107;6
5883;2004-11-30;115;8
5884;2004-11-30;109;7
5885;2004-11-30;110;8
5886;2004-11-30;117;4
5887;2004-11-30;102;5
5888;2004-11-30;116;6
5889;2004-12-01;114;6
5890;2004-12-01;110;6
5891;2004-12-01;105;8
5892;2004-12-01;115;9
5893;2004-12-01;115;3
5894;2004-12-01;3;8
5895;2004-12-01;3;3
5896;2004-12-01;3;2
5897;2004-12-02;104;1
5898;2004-12-02;108;1
5899;2004-12-02;107;4
5900;2004-12-02;201;3
5901;2004-12-02;113;8
5902;2004-12-02;6;2
5903;2004-12-02;3;3
5904;2004-12-03;203;2
5905;2004-12-03;108;5
5906;2004-12-03;102;4
5907;2004-12-04;104;1
5908;2004-12-04;111;6
5909;2004-12-04;107;7
5910;2004-12-04;114;2
5911;2004-12-06;109;2
5912;2004-12-06;108;9
5913;2004-12-06;205;8
5914;2004-12-06;5;9
5915;2004-12-06;101;6
5916;2004-12-06;204;7
5917;2004-12-06;109;9
5918;2004-12-07;3;3
5919;2004-12-07;105;2
5920;2004-12-07;202;8
5921;2004-12-08;202;7
5922;2004-12-08;112;9
5923;2004-12-08;116;9
5924;2004-12-08;110;3
5925;2004-12-08;111;3
5926;2004-12-09;201;1
5927;2004-12-09;5;5
5928;2004-12-09;1;5
5929;2004-12-09;101;8
5930;2004-12-09;202;1
5931;2004-12-09;203;7
5932;2004-12-09;115;8
5933;2004-12-09;6;7
5934;2004-12-09;6;3
5935;2004-12-09;6;6
5936;2004-12-10;102;6
5937;2004-12-10;5;2
5938;2004-12-10;108;1
5939;2004-12-10;110;3
5940;2004-12-11;108;2
5941;2004-12-11;104;2
5942;2004-12-11;102;1
5943;2004-12-11;112;5
5944;2004-12-13;2;3
5945;2004-12-13;103;9
5946;2004-12-13;113;5
5947;2004-12-13;107;1
5948;2004-12-13;4;4
5949;2004-12-13;120;3
5950;2004-12-13;201;6
5951;2004-12-13;6;1
5952;2004-12-14;6;6
5953;2004-12-14;110;2
5954;2004-12-14;201;9
5955;2004-12-14;2;8
5956;2004-12-14;3;1
5957;2004-12-14;116;4
5958;2004-12-14;110;3
5959;2004-12-15;106;3
5960;2004-12-15;101;8
5961;2004-12-15;115;6
5962;2004-12-15;1;3
5963;2004-12-16;1;2
5964;2004-12-16;111;6
5965;2004-12-16;1;4
5966;2004-12-16;116;3
5967;2004-12-16;205;1
5968;2004-12-17;201;4
5969;2004-12-17;2;8
5970;2004-12-17;114;9
5971;2004-12-17;116;9
5972;2004-12-17;107;4
5973;2004-12-17;4;3
5974;2004-12-17;102;5
5975;2004-12-17;117;1
5976;2004-12-18;107;1
5977;2004-12-18;2;4
5978;2004-12-18;113;8
5979;2004-12-18;115;2
5980;2004-12-20;5;5
5981;2004-12-20;201;2
5982;2004-12-20;105;7
5983;2004-12-20;1;6
5984;2004-12-20;108;1
5985;2004-12-20;110;2
5986;2004-12-20;118;9
5987;2004-12-20;2;1
5988;2004-12-20;103;8
5989;2004-12-20;205;3
5990;2004-12-21;116;9
5991;2004-12-21;116;3
5992;2004-12-21;120;4
5993;2004-12-21;110;5
5994;2004-12-21;108;2
5995;2004-12-22;112;9
5996;2004-12-22;118;2
5997;2004-12-22;112;3
5998;2004-12-22;3;2
5999;2004-12-22;103;7
6000;2004-12-22;117;9
6001;2004-12-22;107;9
6002;2004-12-22;109;5
6003;2004-12-22;3;5
6004;2004-12-22;104;9
6005;2004-12-23;202;7
6006;2004-12-23;201;4
6007;2004-12-23;106;5
6008;2004-12-23;202;6
6009;2004-12-23;203;8
6010;2004-12-23;117;6
6011;2004-12-23;109;7
6012;2004-12-23;201;3
6013;2004-12-23;120;2
6014;2004-12-23;6;2
6015;2004-12-23;107;2
6016;2004-12-23;120;2
6017;2004-12-24;1;1
6018;2004-12-24;4;3
6019;2004-12-24;205;8
6020;2004-12-24;117;9
6021;2004-12-24;110;6
6022;2004-12-24;1;9
6023;2004-12-24;1;7
6024;2004-12-24;204;8
6025;2004-12-24;1;8
6026;2004-12-25;103;2
6027;2004-12-25;4;8
6028;2004-12-25;105;1
6029;2004-12-25;118;6
6030;2004-12-25;4;8
6031;2004-12-25;113;8
6032;2004-12-25;120;9
6033;2004-12-25;101;7
6034;2004-12-27;112;5
6035;2004-12-27;104;3
6036;2004-12-27;120;5
6037;2004-12-28;120;4
6038;2004-12-28;112;6
6039;2004-12-28;118;6
6040;2004-12-28;106;8
6041;2004-12-28;107;7
6042;2004-12-28;115;2
6043;2004-12-28;118;7
6044;2004-12-29;104;9
6045;2004-12-29;106;5
6046;2004-12-29;115;4
6047;2004-12-29;114;3
6048;2004-12-29;5;7
6049;2004-12-29;105;9
6050;2004-12-29;110;5
6051;2004-12-29;203;1
6052;2004-12-30;6;6
6053;2004-12-30;112;2
6054;2004-12-30;203;6
6055;2004-12-30;204;6
6056;2004-12-30;115;8
6057;2004-12-30;2;2
6058;2004-12-31;104;8
6059;2004-12-31;6;5
6060;2004-12-31;102;8
6061;2004-12-31;107;9
6062;2004-12-31;119;3
6063;2004-12-31;101;1
6064;2004-12-31;103;5
6065;2004-12-31;205;7
6066;2005-01-01;101;3
6067;2005-01-01;115;3
6068;2005-01-01;6;9
6069;2005-01-01;102;2
6070;2005-01-01;205;3
6071;2005-01-01;2;3
6072;2005-01-01;204;9
6073;2005-01-01;105;7
6074;2005-01-01;106;7
6075;2005-01-03;5;4
6076;2005-01-03;111;5
6077;2005-01-03;115;6
6078;2005-01-03;113;8
6079;2005-01-03;107;1
6080;2005-01-03;6;3
6081;2005-01-04;2;5
6082;2005-01-04;111;4
6083;2005-01-04;103;2
6084;2005-01-04;120;2
6085;2005-01-04;2;2
6086;2005-01-05;203;8
6087;2005-01-05;120;7
6088;2005-01-05;118;1
6089;2005-01-06;109;6
6090;2005-01-06;115;1
6091;2005-01-06;105;7
6092;2005-01-06;105;3
6093;2005-01-06;205;8
6094;2005-01-06;107;4
6095;2005-01-06;119;2
6096;2005-01-06;118;5
6097;2005-01-06;115;6
6098;2005-01-07;110;3
6099;2005-01-07;106;9
6100;2005-01-08;112;3
6101;2005-01-08;118;4
6102;2005-01-08;117;3
6103;2005-01-08;102;5
6104;2005-01-08;108;6
6105;2005-01-08;107;4
6106;2005-01-08;5;9
6107;2005-01-08;201;3
6108;2005-01-10;1;9
6109;2005-01-10;6;5
6110;2005-01-10;105;4
6111;2005-01-10;4;5
6112;2005-01-10;110;1
6113;2005-01-11;115;6
6114;2005-01-11;105;2
6115;2005-01-11;105;7
6116;2005-01-11;204;2
6117;2005-01-11;109;8
6118;2005-01-11;110;9
6119;2005-01-11;205;4
6120;2005-01-11;120;7
6121;2005-01-11;115;4
6122;2005-01-11;113;6
6123;2005-01-12;2;9
6124;2005-01-12;108;7
6125;2005-01-12;2;4
6126;2005-01-12;115;3
6127;2005-01-12;117;3
6128;2005-01-12;108;5
6129;2005-01-12;109;9
6130;2005-01-12;205;7
6131;2005-01-12;114;2
6132;2005-01-13;104;6
6133;2005-01-13;6;2
6134;2005-01-13;120;5
6135;2005-01-13;107;4
6136;2005-01-14;112;6
6137;2005-01-14;107;6
6138;2005-01-14;111;7
6139;2005-01-14;114;4
6140;2005-01-14;2;8
6141;2005-01-14;204;7
6142;2005-01-14;105;7
6143;2005-01-15;119;9
6144;2005-01-15;106;1
6145;2005-01-15;117;8
6146;2005-01-15;104;3
6147;2005-01-15;116;1
6148;2005-01-15;116;8
6149;2005-01-15;107;5
6150;2005-01-15;5;7
6151;2005-01-15;205;8
6152;2005-01-17;106;5
6153;2005-01-17;4;5
6154;2005-01-17;201;4
6155;2005-01-17;105;8
6156;2005-01-17;5;6
6157;2005-01-17;119;6
6158;2005-01-18;204;4
6159;2005-01-18;106;3
6160;2005-01-18;205;8
6161;2005-01-18;119;9
6162;2005-01-18;112;8
6163;2005-01-18;116;9
6164;2005-01-19;114;6
6165;2005-01-19;109;8
6166;2005-01-19;203;3
6167;2005-01-19;202;6
6168;2005-01-20;119;9
6169;2005-01-20;105;5
6170;2005-01-20;108;3
6171;2005-01-20;107;6
6172;2005-01-20;119;6
6173;2005-01-20;2;6
6174;2005-01-20;103;6
6175;2005-01-20;110;3
6176;2005-01-21;117;4
6177;2005-01-21;115;2
6178;2005-01-21;105;9
6179;2005-01-21;106;6
6180;2005-01-21;105;1
6181;2005-01-21;120;5
6182;2005-01-21;117;7
6183;2005-01-21;109;2
6184;2005-01-21;113;4
6185;2005-01-21;119;1
6186;2005-01-21;109;7
6187;2005-01-22;113;9
6188;2005-01-22;105;1
6189;2005-01-22;4;5
6190;2005-01-22;116;7
6191;2005-01-22;112;5
6192;2005-01-22;104;5
6193;2005-01-24;205;2
6194;2005-01-24;114;2
6195;2005-01-24;205;9
6196;2005-01-24;202;3
6197;2005-01-24;205;4
6198;2005-01-24;109;3
6199;2005-01-24;201;3
6200;2005-01-24;203;2
6201;2005-01-24;106;5
6202;2005-01-24;109;6
6203;2005-01-25;202;5
6204;2005-01-25;116;6
6205;2005-01-25;101;3
6206;2005-01-25;1;6
6207;2005-01-25;2;3
6208;2005-01-25;115;1
6209;2005-01-26;110;2
6210;2005-01-26;108;9
6211;2005-01-26;114;7
6212;2005-01-26;106;3
6213;2005-01-26;105;5
6214;2005-01-26;101;5
6215;2005-01-26;114;4
6216;2005-01-26;6;3
6217;2005-01-26;105;9
6218;2005-01-27;120;8
6219;2005-01-27;106;1
6220;2005-01-27;113;1
6221;2005-01-27;115;5
6222;2005-01-27;4;2
6223;2005-01-27;103;7
6224;2005-01-27;114;3
6225;2005-01-27;103;8
6226;2005-01-27;115;7
6227;2005-01-27;118;9
6228;2005-01-28;4;9
6229;2005-01-28;120;2
6230;2005-01-28;102;5
6231;2005-01-28;119;9
6232;2005-01-28;102;2
6233;2005-01-29;112;2
6234;2005-01-29;3;5
6235;2005-01-29;3;2
6236;2005-01-29;110;9
6237;2005-01-29;202;9
6238;2005-01-29;119;8
6239;2005-01-29;118;8
6240;2005-01-29;205;5
6241;2005-01-29;2;4
6242;2005-01-29;205;9
6243;2005-01-31;112;8
6244;2005-01-31;203;2
6245;2005-01-31;2;4
6246;2005-01-31;3;9
6247;2005-01-31;120;4
6248;2005-01-31;120;2
6249;2005-02-01;203;9
6250;2005-02-01;113;2
6251;2005-02-01;103;2
6252;2005-02-01;5;9
6253;2005-02-01;109;2
6254;2005-02-01;3;4
6255;2005-02-01;6;4
6256;2005-02-02;1;9
6257;2005-02-02;105;3
6258;2005-02-02;6;7
6259;2005-02-02;1;4
6260;2005-02-02;108;5
6261;2005-02-02;108;4
6262;2005-02-03;3;7
6263;2005-02-03;119;3
6264;2005-02-03;201;5
6265;2005-02-03;4;8
6266;2005-02-03;205;3
6267;2005-02-04;118;3
6268;2005-02-04;111;9
6269;2005-02-04;106;4
6270;2005-02-04;201;2
6271;2005-02-04;205;3
6272;2005-02-04;201;4
6273;2005-02-04;3;3
6274;2005-02-04;119;6
6275;2005-02-05;103;8
6276;2005-02-05;110;3
6277;2005-02-05;104;8
6278;2005-02-05;109;1
6279;2005-02-05;2;9
6280;2005-02-05;120;9
6281;2005-02-07;113;1
6282;2005-02-07;204;4
6283;2005-02-07;202;3
6284;2005-02-07;120;7
6285;2005-02-07;108;3
6286;2005-02-07;106;8
6287;2005-02-08;5;6
6288;2005-02-08;105;3
6289;2005-02-08;117;7
6290;2005-02-08;4;9
6291;2005-02-08;4;7
6292;2005-02-08;2;7
6293;2005-02-08;105;6
6294;2005-02-09;107;1
6295;2005-02-09;2;4
6296;2005-02-09;203;8
6297;2005-02-09;103;4
6298;2005-02-09;116;7
6299;2005-02-09;201;7
6300;2005-02-09;1;6
6301;2005-02-09;112;2
6302;2005-02-09;104;8
6303;2005-02-10;3;6
6304;2005-02-10;110;1
6305;2005-02-10;112;8
6306;2005-02-10;115;6
6307;2005-02-10;117;3
6308;2005-02-11;116;5
6309;2005-02-11;114;3
6310;2005-02-11;6;1
6311;2005-02-11;5;1
6312;2005-02-11;110;7
6313;2005-02-11;101;7
6314;2005-02-11;107;3
6315;2005-02-12;117;9
6316;2005-02-12;108;2
6317;2005-02-12;116;3
6318;2005-02-12;106;8
6319;2005-02-12;205;7
6320;2005-02-12;6;2
6321;2005-02-12;118;4
6322;2005-02-12;6;9
6323;2005-02-14;104;5
6324;2005-02-14;3;4
6325;2005-02-14;117;4
6326;2005-02-14;115;7
6327;2005-02-14;4;1
6328;2005-02-14;110;1
6329;2005-02-14;202;5
6330;2005-02-15;120;4
6331;2005-02-15;117;7
6332;2005-02-15;120;3
6333;2005-02-15;120;8
6334;2005-02-15;108;2
6335;2005-02-15;203;4
6336;2005-02-15;3;7
6337;2005-02-15;109;3
6338;2005-02-15;101;6
6339;2005-02-16;118;4
6340;2005-02-16;5;6
6341;2005-02-16;1;9
6342;2005-02-16;102;4
6343;2005-02-16;103;7
6344;2005-02-17;118;8
6345;2005-02-17;120;7
6346;2005-02-17;1;7
6347;2005-02-17;103;3
6348;2005-02-17;2;8
6349;2005-02-18;103;2
6350;2005-02-18;109;8
6351;2005-02-18;3;1
6352;2005-02-18;120;1
6353;2005-02-18;106;5
6354;2005-02-18;116;5
6355;2005-02-18;201;2
6356;2005-02-18;6;6
6357;2005-02-19;203;4
6358;2005-02-19;103;7
6359;2005-02-19;116;6
6360;2005-02-19;110;1
6361;2005-02-19;109;9
6362;2005-02-19;6;7
6363;2005-02-19;108;8
6364;2005-02-21;116;2
6365;2005-02-21;202;6
6366;2005-02-21;5;5
6367;2005-02-21;101;7
6368;2005-02-21;5;1
6369;2005-02-21;103;4
6370;2005-02-22;3;8
6371;2005-02-22;205;6
6372;2005-02-22;115;8
6373;2005-02-22;203;7
6374;2005-02-23;110;6
6375;2005-02-23;116;8
6376;2005-02-23;117;5
6377;2005-02-23;102;6
6378;2005-02-24;105;1
6379;2005-02-24;104;3
6380;2005-02-24;2;6
6381;2005-02-24;113;6
6382;2005-02-24;111;1
6383;2005-02-24;203;9
6384;2005-02-24;203;6
6385;2005-02-24;101;1
6386;2005-02-24;3;9
6387;2005-02-25;108;7
6388;2005-02-25;201;8
6389;2005-02-25;103;1
6390;2005-02-25;104;4
6391;2005-02-26;118;6
6392;2005-02-26;101;9
6393;2005-02-26;115;2
6394;2005-02-26;4;8
6395;2005-02-26;108;5
6396;2005-02-26;116;7
6397;2005-02-28;118;3
6398;2005-02-28;113;4
6399;2005-02-28;109;2
6400;2005-02-28;204;1
6401;2005-02-28;203;1
6402;2005-03-01;109;6
6403;2005-03-01;4;3
6404;2005-03-01;1;6
6405;2005-03-01;1;4
6406;2005-03-01;104;8
6407;2005-03-01;114;9
6408;2005-03-02;117;6
6409;2005-03-02;107;3
6410;2005-03-02;106;4
6411;2005-03-02;120;7
6412;2005-03-02;101;4
6413;2005-03-02;6;3
6414;2005-03-02;101;2
6415;2005-03-02;3;3
6416;2005-03-03;5;6
6417;2005-03-03;112;6
6418;2005-03-03;120;7
6419;2005-03-03;101;3
6420;2005-03-03;6;4
6421;2005-03-03;113;7
6422;2005-03-03;4;3
6423;2005-03-04;114;9
6424;2005-03-04;107;2
6425;2005-03-04;101;6
6426;2005-03-04;116;5
6427;2005-03-05;120;3
6428;2005-03-05;117;4
6429;2005-03-07;205;8
6430;2005-03-07;201;9
6431;2005-03-07;108;1
6432;2005-03-07;4;8
6433;2005-03-07;120;7
6434;2005-03-07;202;1
6435;2005-03-07;6;2
6436;2005-03-07;202;6
6437;2005-03-07;204;1
6438;2005-03-08;205;1
6439;2005-03-08;105;3
6440;2005-03-08;6;9
6441;2005-03-08;2;7
6442;2005-03-08;117;5
6443;2005-03-08;102;4
6444;2005-03-09;5;6
6445;2005-03-09;5;9
6446;2005-03-09;118;8
6447;2005-03-09;117;7
6448;2005-03-09;116;2
6449;2005-03-10;119;7
6450;2005-03-10;108;8
6451;2005-03-10;5;8
6452;2005-03-10;6;3
6453;2005-03-10;116;7
6454;2005-03-10;205;7
6455;2005-03-10;105;3
6456;2005-03-11;106;3
6457;2005-03-11;119;9
6458;2005-03-11;119;3
6459;2005-03-11;104;5
6460;2005-03-12;112;8
6461;2005-03-12;111;9
6462;2005-03-12;103;8
6463;2005-03-12;115;7
6464;2005-03-12;5;4
6465;2005-03-12;204;7
6466;2005-03-12;105;3
6467;2005-03-14;117;6
6468;2005-03-14;5;8
6469;2005-03-14;103;5
6470;2005-03-14;107;3
6471;2005-03-14;110;4
6472;2005-03-15;4;9
6473;2005-03-15;102;5
6474;2005-03-15;105;9
6475;2005-03-15;204;2
6476;2005-03-15;108;7
6477;2005-03-15;118;3
6478;2005-03-16;116;4
6479;2005-03-16;104;3
6480;2005-03-16;6;8
6481;2005-03-16;6;9
6482;2005-03-16;119;2
6483;2005-03-16;106;3
6484;2005-03-16;106;2
6485;2005-03-17;5;6
6486;2005-03-17;106;5
6487;2005-03-17;2;2
6488;2005-03-17;109;3
6489;2005-03-17;108;1
6490;2005-03-17;110;4
6491;2005-03-18;110;6
6492;2005-03-18;3;4
6493;2005-03-18;5;2
6494;2005-03-18;107;8
6495;2005-03-18;205;5
6496;2005-03-18;107;6
6497;2005-03-18;120;7
6498;2005-03-19;102;6
6499;2005-03-19;108;6
6500;2005-03-19;114;8
6501;2005-03-19;117;6
6502;2005-03-19;203;9
6503;2005-03-19;116;3
6504;2005-03-19;204;3
6505;2005-03-19;5;5
6506;2005-03-21;205;7
6507;2005-03-21;6;8
6508;2005-03-21;205;9
6509;2005-03-21;117;9
6510;2005-03-21;120;5
6511;2005-03-21;117;7
6512;2005-03-21;119;1
6513;2005-03-21;4;3
6514;2005-03-21;110;4
6515;2005-03-22;105;6
6516;2005-03-22;101;6
6517;2005-03-22;117;8
6518;2005-03-22;205;8
6519;2005-03-23;107;1
6520;2005-03-23;2;5
6521;2005-03-23;1;5
6522;2005-03-23;101;8
6523;2005-03-23;2;5
6524;2005-03-23;113;7
6525;2005-03-24;4;5
6526;2005-03-24;203;6
6527;2005-03-24;111;5
6528;2005-03-24;113;4
6529;2005-03-24;103;7
6530;2005-03-25;201;7
6531;2005-03-25;4;8
6532;2005-03-25;108;6
6533;2005-03-25;111;2
6534;2005-03-26;205;7
6535;2005-03-26;5;5
6536;2005-03-26;113;3
6537;2005-03-26;204;8
6538;2005-03-26;105;9
6539;2005-03-26;114;5
6540;2005-03-26;3;6
6541;2005-03-26;117;1
6542;2005-03-26;116;6
6543;2005-03-26;120;3
6544;2005-03-26;205;5
6545;2005-03-28;108;8
6546;2005-03-28;101;3
6547;2005-03-28;103;1
6548;2005-03-28;105;1
6549;2005-03-28;116;6
6550;2005-03-28;108;9
6551;2005-03-28;108;6
6552;2005-03-28;2;1
6553;2005-03-28;201;3
6554;2005-03-29;203;3
6555;2005-03-29;102;9
6556;2005-03-29;113;1
6557;2005-03-29;104;7
6558;2005-03-29;102;9
6559;2005-03-30;110;2
6560;2005-03-30;110;4
6561;2005-03-30;111;4
6562;2005-03-30;103;9
6563;2005-03-30;205;8
6564;2005-03-30;114;2
6565;2005-03-31;117;6
6566;2005-03-31;2;1
6567;2005-03-31;204;5
6568;2005-03-31;120;6
6569;2005-03-31;6;8
6570;2005-03-31;119;5
6571;2005-03-31;205;5
6572;2005-04-01;118;8
6573;2005-04-01;101;6
6574;2005-04-01;106;8
6575;2005-04-01;203;1
6576;2005-04-01;107;6
6577;2005-04-01;103;5
6578;2005-04-02;103;1
6579;2005-04-02;203;6
6580;2005-04-02;2;1
6581;2005-04-02;101;9
6582;2005-04-02;204;2
6583;2005-04-02;117;8
6584;2005-04-02;118;8
6585;2005-04-02;2;6
6586;2005-04-04;104;3
6587;2005-04-04;105;1
6588;2005-04-04;202;2
6589;2005-04-05;108;2
6590;2005-04-05;110;5
6591;2005-04-05;108;9
6592;2005-04-05;201;3
6593;2005-04-05;112;3
6594;2005-04-05;1;7
6595;2005-04-05;107;6
6596;2005-04-05;202;2
6597;2005-04-06;202;7
6598;2005-04-06;102;9
6599;2005-04-06;106;2
6600;2005-04-06;107;4
6601;2005-04-07;111;3
6602;2005-04-07;201;1
6603;2005-04-07;201;9
6604;2005-04-07;201;4
6605;2005-04-07;117;6
6606;2005-04-07;116;9
6607;2005-04-08;112;2
6608;2005-04-08;111;3
6609;2005-04-08;112;9
6610;2005-04-08;101;6
6611;2005-04-08;104;7
6612;2005-04-08;204;8
6613;2005-04-08;120;1
6614;2005-04-08;114;9
6615;2005-04-08;5;6
6616;2005-04-09;205;7
6617;2005-04-09;118;4
6618;2005-04-09;203;5
6619;2005-04-09;4;9
6620;2005-04-09;116;2
6621;2005-04-09;205;6
6622;2005-04-09;203;8
